favorite_count,retweet_count,tweet_id
1089,524,667806454573760512
338,98,667801013445750784
719,344,667793409583771648
424,253,667782464991965184
239,59,667773195014021121
461,229,667766675769573376
383,158,667728196545200128
503,332,667724302356258817
0,35,667550904950915073
0,33,667550882905632768
5983,2395,667549055577362432
341,132,667546741521195010
894,549,667544320556335104
208,70,667538891197542400
845,561,667534815156183040
487,254,667530908589760512
1750,1167,667524857454854144
379,198,667517642048163840
6989,2215,667509364010450944
546,227,667502640335572993
545,287,667495797102141441
548,237,667491009379606528
264,101,667470559035432960
195,65,667455448082227200
320,93,667453023279554560
806,605,667443425659232256
463,248,667437278097252352
312,85,667435689202614272
476,225,667405339315146752
200,58,667393430834667520
376,169,667369227918143488
505,250,667211855547486208
630,272,667200525029539841
400,110,667192066997374976
765,431,667188689915760640
14748,6457,667182792070062081
194,57,667177989038297088
627,474,667176164155375616
255,86,667174963120574464
228,95,667171260800061440
2755,1191,667165590075940865
262,65,667160273090932737
48968,17791,667152164079423490
4737,2307,667138269671505920
336,133,667119796878725120
339,130,667090893657276420
412,127,667073648344346624
85,14,667070482143944705
169,49,667065535570550784
221,56,667062181243039745
191,51,667044094246576128
460,234,667012601033924608
248,98,666996132027977728
2615,1014,666983947667116034
838,568,666837028449972224
220,81,666835007768551424
258,99,666826780179869698
532,259,666817836334096384
244,94,666804364988780544
779,499,666786068205871104
396,203,666781792255496192
360,178,666776908487630848
240,67,666739327293083650
440,223,666701168228331520
190,48,666691418707132416
897,592,666649482315059201
234,85,666644823164719104
529,212,666454714377183233
105,22,666447344410484738
129,50,666437273139982337
168,54,666435652385423360
321,199,666430724426358785
166,84,666428276349472768
319,114,666421158376562688
127,47,666418789513326592
450,329,666411507551481857
110,41,666407126856765440
168,86,666396247373291520
189,93,666373753744588802
782,577,666362758909284353
222,73,666353288456101888
300,140,666345417576210432
199,92,666337882303524864
511,358,666293911632134144
149,68,666287406224695296
177,76,666273097616637952
104,35,666268910803644416
14404,6660,666104133288665088
79,13,666102155909144576
158,69,666099513787052032
166,76,666094000022159362
119,45,666082916733198337
323,166,666073100786774016
148,62,666071193221509120
479,223,666063827256086533
112,57,666058600524156928
298,141,666057090499244032
437,257,666055525042405380
1229,854,666051853826850816
132,58,666050758794694657
109,40,666049248165822465
298,141,666044226329800704
125,44,666033412701032449
130,47,666029285002620928
2560,518,666020888022790149
